datetime,station,hour,day,month,year,day_of_week,is_weekend,no2,no,nox,pm10,pm2.5,no2_h-1,no_h-1,nox_h-1,pm10_h-1,pm2.5_h-1
2024-06-02 04:00:00,mc190,04,2.0,6.0,2024.0,6.0,1.0,10.0,2.0,11.0,29.0,21.0,11.0,2.0,11.0,26.0,18.0
2024-06-02 05:00:00,mc190,05,2.0,6.0,2024.0,6.0,1.0,9.0,2.0,10.0,29.0,21.0,10.0,2.0,11.0,29.0,21.0
2024-06-02 06:00:00,mc190,06,2.0,6.0,2024.0,6.0,1.0,8.0,2.0,9.0,29.0,21.0,9.0,2.0,10.0,29.0,21.0
2024-06-02 07:00:00,mc190,07,2.0,6.0,2024.0,6.0,1.0,11.0,2.0,12.0,29.0,21.0,8.0,2.0,9.0,29.0,21.0
2024-06-02 08:00:00,mc190,08,2.0,6.0,2024.0,6.0,1.0,11.0,2.0,13.0,28.0,20.0,11.0,2.0,12.0,29.0,21.0
2024-06-02 09:00:00,mc190,09,2.0,6.0,2024.0,6.0,1.0,11.0,2.0,13.0,26.0,17.0,11.0,2.0,13.0,28.0,20.0
2024-06-02 10:00:00,mc190,10,2.0,6.0,2024.0,6.0,1.0,9.0,2.0,12.0,26.0,18.0,11.0,2.0,13.0,26.0,17.0
2024-06-02 11:00:00,mc190,11,2.0,6.0,2024.0,6.0,1.0,12.0,3.0,17.0,26.0,17.0,9.0,2.0,12.0,26.0,18.0
2024-06-02 12:00:00,mc190,12,2.0,6.0,2024.0,6.0,1.0,11.0,3.0,16.0,26.0,17.0,12.0,3.0,17.0,26.0,17.0
2024-06-02 13:00:00,mc190,13,2.0,6.0,2024.0,6.0,1.0,11.0,3.0,15.0,24.0,15.0,11.0,3.0,16.0,26.0,17.0
2024-06-02 14:00:00,mc190,14,2.0,6.0,2024.0,6.0,1.0,11.0,2.0,16.0,20.0,12.0,11.0,3.0,15.0,24.0,15.0
2024-06-02 15:00:00,mc190,15,2.0,6.0,2024.0,6.0,1.0,11.0,3.0,15.0,17.0,10.0,11.0,2.0,16.0,20.0,12.0
2024-06-02 16:00:00,mc190,16,2.0,6.0,2024.0,6.0,1.0,12.0,3.0,16.0,19.0,11.0,11.0,3.0,15.0,17.0,10.0
2024-06-02 17:00:00,mc190,17,2.0,6.0,2024.0,6.0,1.0,14.0,3.0,19.0,23.0,13.0,12.0,3.0,16.0,19.0,11.0
2024-06-02 18:00:00,mc190,18,2.0,6.0,2024.0,6.0,1.0,15.0,4.0,21.0,23.0,13.0,14.0,3.0,19.0,23.0,13.0
2024-06-02 19:00:00,mc190,19,2.0,6.0,2024.0,6.0,1.0,18.0,6.0,27.0,24.0,14.0,15.0,4.0,21.0,23.0,13.0
2024-06-02 20:00:00,mc190,20,2.0,6.0,2024.0,6.0,1.0,17.0,5.0,25.0,28.0,15.0,18.0,6.0,27.0,24.0,14.0
2024-06-02 21:00:00,mc190,21,2.0,6.0,2024.0,6.0,1.0,15.0,4.0,21.0,30.0,18.0,17.0,5.0,25.0,28.0,15.0
2024-06-02 22:00:00,mc190,22,2.0,6.0,2024.0,6.0,1.0,15.0,3.0,20.0,31.0,19.0,15.0,4.0,21.0,30.0,18.0
2024-06-02 23:00:00,mc190,23,2.0,6.0,2024.0,6.0,1.0,15.0,4.0,22.0,29.0,19.0,15.0,3.0,20.0,31.0,19.0
2024-06-03 00:00:00,mc190,00,3.0,6.0,2024.0,0.0,0.0,12.0,3.0,16.0,28.0,18.0,15.0,4.0,22.0,29.0,19.0
2024-06-03 01:00:00,mc190,01,3.0,6.0,2024.0,0.0,0.0,10.0,2.0,13.0,28.0,18.0,12.0,3.0,16.0,28.0,18.0
2024-06-03 02:00:00,mc190,02,3.0,6.0,2024.0,0.0,0.0,6.0,2.0,7.0,26.0,17.0,10.0,2.0,13.0,28.0,18.0
2024-06-03 03:00:00,mc190,03,3.0,6.0,2024.0,0.0,0.0,7.0,2.0,8.0,25.0,17.0,6.0,2.0,7.0,26.0,17.0
2024-06-03 04:00:00,mc190,04,3.0,6.0,2024.0,0.0,0.0,6.0,2.0,7.0,24.0,16.0,7.0,2.0,8.0,25.0,17.0
2024-06-03 05:00:00,mc190,05,3.0,6.0,2024.0,0.0,0.0,6.0,2.0,7.0,20.0,14.0,6.0,2.0,7.0,24.0,16.0
2024-06-03 06:00:00,mc190,06,3.0,6.0,2024.0,0.0,0.0,12.0,3.0,16.0,23.0,15.0,6.0,2.0,7.0,20.0,14.0
2024-06-03 07:00:00,mc190,07,3.0,6.0,2024.0,0.0,0.0,21.0,6.0,30.0,24.0,16.0,12.0,3.0,16.0,23.0,15.0
2024-06-03 08:00:00,mc190,08,3.0,6.0,2024.0,0.0,0.0,30.0,11.0,46.0,26.0,15.0,21.0,6.0,30.0,24.0,16.0
2024-06-03 09:00:00,mc190,09,3.0,6.0,2024.0,0.0,0.0,30.0,12.0,48.0,19.0,12.0,30.0,11.0,46.0,26.0,15.0
2024-06-03 10:00:00,mc190,10,3.0,6.0,2024.0,0.0,0.0,33.0,15.0,56.0,21.0,13.0,30.0,12.0,48.0,19.0,12.0
2024-06-03 11:00:00,mc190,11,3.0,6.0,2024.0,0.0,0.0,34.0,18.0,62.0,24.0,14.0,33.0,15.0,56.0,21.0,13.0
2024-06-03 12:00:00,mc190,12,3.0,6.0,2024.0,0.0,0.0,32.0,16.0,56.0,30.0,15.0,34.0,18.0,62.0,24.0,14.0
2024-06-03 13:00:00,mc190,13,3.0,6.0,2024.0,0.0,0.0,32.0,15.0,56.0,35.0,16.0,32.0,16.0,56.0,30.0,15.0
2024-06-03 14:00:00,mc190,14,3.0,6.0,2024.0,0.0,0.0,31.0,16.0,55.0,25.0,14.0,32.0,15.0,56.0,35.0,16.0
2024-06-03 15:00:00,mc190,15,3.0,6.0,2024.0,0.0,0.0,34.0,18.0,62.0,27.0,15.0,31.0,16.0,55.0,25.0,14.0
2024-06-03 16:00:00,mc190,16,3.0,6.0,2024.0,0.0,0.0,32.0,12.0,51.0,30.0,16.0,34.0,18.0,62.0,27.0,15.0
2024-06-03 17:00:00,mc190,17,3.0,6.0,2024.0,0.0,0.0,32.0,14.0,54.0,27.0,16.0,32.0,12.0,51.0,30.0,16.0
2024-06-03 18:00:00,mc190,18,3.0,6.0,2024.0,0.0,0.0,29.0,12.0,47.0,24.0,14.0,32.0,14.0,54.0,27.0,16.0
2024-06-03 19:00:00,mc190,19,3.0,6.0,2024.0,0.0,0.0,23.0,7.0,34.0,19.0,11.0,29.0,12.0,47.0,24.0,14.0
2024-06-03 20:00:00,mc190,20,3.0,6.0,2024.0,0.0,0.0,23.0,8.0,35.0,18.0,11.0,23.0,7.0,34.0,19.0,11.0
2024-06-03 21:00:00,mc190,21,3.0,6.0,2024.0,0.0,0.0,23.0,7.0,33.0,19.0,12.0,23.0,8.0,35.0,18.0,11.0
2024-06-03 22:00:00,mc190,22,3.0,6.0,2024.0,0.0,0.0,23.0,6.0,32.0,18.0,11.0,23.0,7.0,33.0,19.0,12.0
2024-06-03 23:00:00,mc190,23,3.0,6.0,2024.0,0.0,0.0,20.0,5.0,28.0,18.0,11.0,23.0,6.0,32.0,18.0,11.0
2024-06-04 00:00:00,mc190,00,4.0,6.0,2024.0,1.0,0.0,16.0,4.0,23.0,18.0,12.0,20.0,5.0,28.0,18.0,11.0
2024-06-04 01:00:00,mc190,01,4.0,6.0,2024.0,1.0,0.0,15.0,4.0,21.0,19.0,13.0,16.0,4.0,23.0,18.0,12.0
2024-06-04 02:00:00,mc190,02,4.0,6.0,2024.0,1.0,0.0,10.0,2.0,12.0,18.0,12.0,15.0,4.0,21.0,19.0,13.0
2024-06-04 03:00:00,mc190,03,4.0,6.0,2024.0,1.0,0.0,12.0,2.0,14.0,18.0,12.0,10.0,2.0,12.0,18.0,12.0
2024-06-04 04:00:00,mc190,04,4.0,6.0,2024.0,1.0,0.0,11.0,2.0,13.0,16.0,11.0,12.0,2.0,14.0,18.0,12.0
2024-06-04 05:00:00,mc190,05,4.0,6.0,2024.0,1.0,0.0,10.0,2.0,12.0,14.0,9.0,11.0,2.0,13.0,16.0,11.0
2024-06-04 06:00:00,mc190,06,4.0,6.0,2024.0,1.0,0.0,13.0,4.0,18.0,12.0,8.0,10.0,2.0,12.0,14.0,9.0
2024-06-04 07:00:00,mc190,07,4.0,6.0,2024.0,1.0,0.0,25.0,10.0,41.0,12.0,8.0,13.0,4.0,18.0,12.0,8.0
2024-06-04 08:00:00,mc190,08,4.0,6.0,2024.0,1.0,0.0,34.0,18.0,61.0,18.0,11.0,25.0,10.0,41.0,12.0,8.0
2024-06-04 09:00:00,mc190,09,4.0,6.0,2024.0,1.0,0.0,34.0,23.0,70.0,19.0,12.0,34.0,18.0,61.0,18.0,11.0
2024-06-04 10:00:00,mc190,10,4.0,6.0,2024.0,1.0,0.0,31.0,17.0,58.0,17.0,10.0,34.0,23.0,70.0,19.0,12.0
2024-06-04 11:00:00,mc190,11,4.0,6.0,2024.0,1.0,0.0,34.0,25.0,71.0,19.0,10.0,31.0,17.0,58.0,17.0,10.0
2024-06-04 12:00:00,mc190,12,4.0,6.0,2024.0,1.0,0.0,25.0,12.0,43.0,19.0,8.0,34.0,25.0,71.0,19.0,10.0
2024-06-04 13:00:00,mc190,13,4.0,6.0,2024.0,1.0,0.0,27.0,14.0,49.0,15.0,7.0,25.0,12.0,43.0,19.0,8.0
2024-06-04 14:00:00,mc190,14,4.0,6.0,2024.0,1.0,0.0,31.0,22.0,65.0,17.0,7.0,27.0,14.0,49.0,15.0,7.0
2024-06-04 15:00:00,mc190,15,4.0,6.0,2024.0,1.0,0.0,41.0,34.0,92.0,18.0,7.0,31.0,22.0,65.0,17.0,7.0
2024-06-04 16:00:00,mc190,16,4.0,6.0,2024.0,1.0,0.0,38.0,25.0,76.0,18.0,7.0,41.0,34.0,92.0,18.0,7.0
2024-06-04 17:00:00,mc190,17,4.0,6.0,2024.0,1.0,0.0,46.0,31.0,93.0,17.0,7.0,38.0,25.0,76.0,18.0,7.0
2024-06-04 18:00:00,mc190,18,4.0,6.0,2024.0,1.0,0.0,46.0,30.0,91.0,17.0,8.0,46.0,31.0,93.0,17.0,7.0
2024-06-04 19:00:00,mc190,19,4.0,6.0,2024.0,1.0,0.0,47.0,26.0,87.0,18.0,8.0,46.0,30.0,91.0,17.0,8.0
2024-06-04 20:00:00,mc190,20,4.0,6.0,2024.0,1.0,0.0,48.0,18.0,75.0,18.0,9.0,47.0,26.0,87.0,18.0,8.0
2024-06-04 21:00:00,mc190,21,4.0,6.0,2024.0,1.0,0.0,48.0,19.0,77.0,21.0,10.0,48.0,18.0,75.0,18.0,9.0
2024-06-04 22:00:00,mc190,22,4.0,6.0,2024.0,1.0,0.0,49.0,15.0,72.0,23.0,12.0,48.0,19.0,77.0,21.0,10.0
2024-06-04 23:00:00,mc190,23,4.0,6.0,2024.0,1.0,0.0,52.0,10.0,68.0,28.0,15.0,49.0,15.0,72.0,23.0,12.0
2024-06-05 00:00:00,mc190,00,5.0,6.0,2024.0,2.0,0.0,59.0,15.0,82.0,35.0,21.0,52.0,10.0,68.0,28.0,15.0
2024-06-05 01:00:00,mc190,01,5.0,6.0,2024.0,2.0,0.0,42.0,8.0,53.0,41.0,26.0,59.0,15.0,82.0,35.0,21.0
2024-06-05 02:00:00,mc190,02,5.0,6.0,2024.0,2.0,0.0,27.0,6.0,37.0,31.0,22.0,42.0,8.0,53.0,41.0,26.0
2024-06-05 03:00:00,mc190,03,5.0,6.0,2024.0,2.0,0.0,21.0,3.0,25.0,32.0,24.0,27.0,6.0,37.0,31.0,22.0
2024-06-05 04:00:00,mc190,04,5.0,6.0,2024.0,2.0,0.0,18.0,2.0,21.0,34.0,26.0,21.0,3.0,25.0,32.0,24.0
2024-06-05 05:00:00,mc190,05,5.0,6.0,2024.0,2.0,0.0,24.0,5.0,31.0,34.0,26.0,18.0,2.0,21.0,34.0,26.0
2024-06-05 06:00:00,mc190,06,5.0,6.0,2024.0,2.0,0.0,30.0,9.0,45.0,30.0,22.0,24.0,5.0,31.0,34.0,26.0
2024-06-05 07:00:00,mc190,07,5.0,6.0,2024.0,2.0,0.0,44.0,29.0,88.0,34.0,23.0,30.0,9.0,45.0,30.0,22.0
2024-06-05 08:00:00,mc190,08,5.0,6.0,2024.0,2.0,0.0,50.0,38.0,108.0,40.0,20.0,44.0,29.0,88.0,34.0,23.0
2024-06-05 09:00:00,mc190,09,5.0,6.0,2024.0,2.0,0.0,36.0,25.0,74.0,33.0,17.0,50.0,38.0,108.0,40.0,20.0
2024-06-05 10:00:00,mc190,10,5.0,6.0,2024.0,2.0,0.0,37.0,17.0,63.0,27.0,14.0,36.0,25.0,74.0,33.0,17.0
2024-06-05 11:00:00,mc190,11,5.0,6.0,2024.0,2.0,0.0,34.0,19.0,63.0,20.0,11.0,37.0,17.0,63.0,27.0,14.0
2024-06-05 12:00:00,mc190,12,5.0,6.0,2024.0,2.0,0.0,26.0,15.0,49.0,23.0,11.0,34.0,19.0,63.0,20.0,11.0
2024-06-05 13:00:00,mc190,13,5.0,6.0,2024.0,2.0,0.0,29.0,23.0,63.0,21.0,10.0,26.0,15.0,49.0,23.0,11.0
2024-06-05 14:00:00,mc190,14,5.0,6.0,2024.0,2.0,0.0,30.0,20.0,61.0,21.0,10.0,29.0,23.0,63.0,21.0,10.0
2024-06-05 15:00:00,mc190,15,5.0,6.0,2024.0,2.0,0.0,32.0,21.0,64.0,12.0,6.0,30.0,20.0,61.0,21.0,10.0
2024-06-05 16:00:00,mc190,16,5.0,6.0,2024.0,2.0,0.0,30.0,17.0,57.0,19.0,8.0,32.0,21.0,64.0,12.0,6.0
2024-06-05 17:00:00,mc190,17,5.0,6.0,2024.0,2.0,0.0,35.0,23.0,70.0,15.0,7.0,30.0,17.0,57.0,19.0,8.0
2024-06-05 18:00:00,mc190,18,5.0,6.0,2024.0,2.0,0.0,30.0,18.0,58.0,13.0,6.0,35.0,23.0,70.0,15.0,7.0
2024-06-05 19:00:00,mc190,19,5.0,6.0,2024.0,2.0,0.0,35.0,24.0,72.0,10.0,7.0,30.0,18.0,58.0,13.0,6.0
2024-06-05 20:00:00,mc190,20,5.0,6.0,2024.0,2.0,0.0,36.0,21.0,68.0,12.0,8.0,35.0,24.0,72.0,10.0,7.0
2024-06-05 21:00:00,mc190,21,5.0,6.0,2024.0,2.0,0.0,28.0,10.0,43.0,13.0,8.0,36.0,21.0,68.0,12.0,8.0
2024-06-05 22:00:00,mc190,22,5.0,6.0,2024.0,2.0,0.0,19.0,7.0,30.0,11.0,8.0,28.0,10.0,43.0,13.0,8.0
2024-06-05 23:00:00,mc190,23,5.0,6.0,2024.0,2.0,0.0,28.0,9.0,42.0,13.0,9.0,19.0,7.0,30.0,11.0,8.0
2024-06-06 00:00:00,mc190,00,6.0,6.0,2024.0,3.0,0.0,23.0,6.0,32.0,12.0,9.0,28.0,9.0,42.0,13.0,9.0
2024-06-06 01:00:00,mc190,01,6.0,6.0,2024.0,3.0,0.0,13.0,5.0,20.0,13.0,10.0,23.0,6.0,32.0,12.0,9.0
2024-06-06 02:00:00,mc190,02,6.0,6.0,2024.0,3.0,0.0,10.0,3.0,16.0,14.0,11.0,13.0,5.0,20.0,13.0,10.0
2024-06-06 03:00:00,mc190,03,6.0,6.0,2024.0,3.0,0.0,8.0,2.0,11.0,15.0,11.0,10.0,3.0,16.0,14.0,11.0
2024-06-06 04:00:00,mc190,04,6.0,6.0,2024.0,3.0,0.0,8.0,2.0,11.0,16.0,11.0,8.0,2.0,11.0,15.0,11.0
2024-06-06 05:00:00,mc190,05,6.0,6.0,2024.0,3.0,0.0,9.0,2.0,12.0,19.0,13.0,8.0,2.0,11.0,16.0,11.0
2024-06-06 06:00:00,mc190,06,6.0,6.0,2024.0,3.0,0.0,13.0,4.0,19.0,24.0,16.0,9.0,2.0,12.0,19.0,13.0
2024-06-06 07:00:00,mc190,07,6.0,6.0,2024.0,3.0,0.0,22.0,14.0,44.0,24.0,16.0,13.0,4.0,19.0,24.0,16.0
2024-06-06 08:00:00,mc190,08,6.0,6.0,2024.0,3.0,0.0,26.0,15.0,49.0,21.0,13.0,22.0,14.0,44.0,24.0,16.0
2024-06-06 09:00:00,mc190,09,6.0,6.0,2024.0,3.0,0.0,34.0,23.0,69.0,21.0,12.0,26.0,15.0,49.0,21.0,13.0
2024-06-06 10:00:00,mc190,10,6.0,6.0,2024.0,3.0,0.0,27.0,15.0,50.0,21.0,12.0,34.0,23.0,69.0,21.0,12.0
2024-06-06 11:00:00,mc190,11,6.0,6.0,2024.0,3.0,0.0,37.0,23.0,72.0,24.0,14.0,27.0,15.0,50.0,21.0,12.0
2024-06-06 12:00:00,mc190,12,6.0,6.0,2024.0,3.0,0.0,26.0,15.0,49.0,23.0,13.0,37.0,23.0,72.0,24.0,14.0
2024-06-06 13:00:00,mc190,13,6.0,6.0,2024.0,3.0,0.0,25.0,15.0,47.0,24.0,13.0,26.0,15.0,49.0,23.0,13.0
2024-06-06 14:00:00,mc190,14,6.0,6.0,2024.0,3.0,0.0,24.0,12.0,42.0,22.0,13.0,25.0,15.0,47.0,24.0,13.0
2024-06-06 15:00:00,mc190,15,6.0,6.0,2024.0,3.0,0.0,24.0,10.0,39.0,21.0,13.0,24.0,12.0,42.0,22.0,13.0
2024-06-06 16:00:00,mc190,16,6.0,6.0,2024.0,3.0,0.0,27.0,15.0,50.0,22.0,13.0,24.0,10.0,39.0,21.0,13.0
2024-06-06 17:00:00,mc190,17,6.0,6.0,2024.0,3.0,0.0,25.0,10.0,41.0,21.0,12.0,27.0,15.0,50.0,22.0,13.0
2024-06-06 18:00:00,mc190,18,6.0,6.0,2024.0,3.0,0.0,32.0,15.0,54.0,21.0,12.0,25.0,10.0,41.0,21.0,12.0
2024-06-06 19:00:00,mc190,19,6.0,6.0,2024.0,3.0,0.0,30.0,7.0,42.0,21.0,12.0,32.0,15.0,54.0,21.0,12.0
2024-06-06 20:00:00,mc190,20,6.0,6.0,2024.0,3.0,0.0,32.0,6.0,42.0,23.0,13.0,30.0,7.0,42.0,21.0,12.0
2024-06-06 21:00:00,mc190,21,6.0,6.0,2024.0,3.0,0.0,23.0,2.0,28.0,22.0,13.0,32.0,6.0,42.0,23.0,13.0
2024-06-06 22:00:00,mc190,22,6.0,6.0,2024.0,3.0,0.0,22.0,4.0,28.0,23.0,14.0,23.0,2.0,28.0,22.0,13.0
2024-06-06 23:00:00,mc190,23,6.0,6.0,2024.0,3.0,0.0,20.0,2.0,24.0,23.0,15.0,22.0,4.0,28.0,23.0,14.0
2024-06-07 00:00:00,mc190,00,7.0,6.0,2024.0,4.0,0.0,19.0,3.0,24.0,22.0,15.0,20.0,2.0,24.0,23.0,15.0
2024-06-07 01:00:00,mc190,01,7.0,6.0,2024.0,4.0,0.0,14.0,2.0,17.0,21.0,15.0,19.0,3.0,24.0,22.0,15.0
2024-06-07 02:00:00,mc190,02,7.0,6.0,2024.0,4.0,0.0,17.0,4.0,21.0,21.0,15.0,14.0,2.0,17.0,21.0,15.0
2024-06-07 03:00:00,mc190,03,7.0,6.0,2024.0,4.0,0.0,16.0,3.0,19.0,21.0,15.0,17.0,4.0,21.0,21.0,15.0
2024-06-07 04:00:00,mc190,04,7.0,6.0,2024.0,4.0,0.0,13.0,2.0,13.0,20.0,15.0,16.0,3.0,19.0,21.0,15.0
2024-06-07 05:00:00,mc190,05,7.0,6.0,2024.0,4.0,0.0,11.0,2.0,12.0,19.0,14.0,13.0,2.0,13.0,20.0,15.0
2024-06-07 06:00:00,mc190,06,7.0,6.0,2024.0,4.0,0.0,21.0,3.0,26.0,21.0,15.0,11.0,2.0,12.0,19.0,14.0
2024-06-07 07:00:00,mc190,07,7.0,6.0,2024.0,4.0,0.0,31.0,8.0,43.0,23.0,16.0,21.0,3.0,26.0,21.0,15.0
2024-06-07 08:00:00,mc190,08,7.0,6.0,2024.0,4.0,0.0,37.0,14.0,58.0,24.0,17.0,31.0,8.0,43.0,23.0,16.0
2024-06-07 09:00:00,mc190,09,7.0,6.0,2024.0,4.0,0.0,40.0,18.0,67.0,25.0,16.0,37.0,14.0,58.0,24.0,17.0
2024-06-07 10:00:00,mc190,10,7.0,6.0,2024.0,4.0,0.0,41.0,26.0,80.0,29.0,17.0,40.0,18.0,67.0,25.0,16.0
2024-06-07 11:00:00,mc190,11,7.0,6.0,2024.0,4.0,0.0,34.0,16.0,59.0,26.0,17.0,41.0,26.0,80.0,29.0,17.0
2024-06-07 12:00:00,mc190,12,7.0,6.0,2024.0,4.0,0.0,25.0,10.0,39.0,23.0,15.0,34.0,16.0,59.0,26.0,17.0
2024-06-07 13:00:00,mc190,13,7.0,6.0,2024.0,4.0,0.0,19.0,7.0,30.0,24.0,15.0,25.0,10.0,39.0,23.0,15.0
2024-06-07 14:00:00,mc190,14,7.0,6.0,2024.0,4.0,0.0,28.0,12.0,46.0,24.0,14.0,19.0,7.0,30.0,24.0,15.0
2024-06-07 15:00:00,mc190,15,7.0,6.0,2024.0,4.0,0.0,27.0,10.0,43.0,25.0,15.0,28.0,12.0,46.0,24.0,14.0
2024-06-07 16:00:00,mc190,16,7.0,6.0,2024.0,4.0,0.0,29.0,11.0,47.0,26.0,14.0,27.0,10.0,43.0,25.0,15.0
2024-06-07 17:00:00,mc190,17,7.0,6.0,2024.0,4.0,0.0,19.0,5.0,27.0,23.0,13.0,29.0,11.0,47.0,26.0,14.0
2024-06-07 18:00:00,mc190,18,7.0,6.0,2024.0,4.0,0.0,24.0,9.0,38.0,19.0,10.0,19.0,5.0,27.0,23.0,13.0
2024-06-07 19:00:00,mc190,19,7.0,6.0,2024.0,4.0,0.0,26.0,7.0,37.0,17.0,10.0,24.0,9.0,38.0,19.0,10.0
2024-06-07 20:00:00,mc190,20,7.0,6.0,2024.0,4.0,0.0,30.0,9.0,44.0,18.0,11.0,26.0,7.0,37.0,17.0,10.0
2024-06-07 21:00:00,mc190,21,7.0,6.0,2024.0,4.0,0.0,29.0,7.0,39.0,18.0,12.0,30.0,9.0,44.0,18.0,11.0
2024-06-07 22:00:00,mc190,22,7.0,6.0,2024.0,4.0,0.0,27.0,5.0,36.0,19.0,12.0,29.0,7.0,39.0,18.0,12.0
2024-06-07 23:00:00,mc190,23,7.0,6.0,2024.0,4.0,0.0,35.0,5.0,43.0,24.0,14.0,27.0,5.0,36.0,19.0,12.0
2024-06-08 00:00:00,mc190,00,8.0,6.0,2024.0,5.0,1.0,56.0,18.0,85.0,29.0,19.0,35.0,5.0,43.0,24.0,14.0
2024-06-08 01:00:00,mc190,01,8.0,6.0,2024.0,5.0,1.0,57.0,15.0,79.0,29.0,19.0,56.0,18.0,85.0,29.0,19.0
2024-06-08 02:00:00,mc190,02,8.0,6.0,2024.0,5.0,1.0,59.0,16.0,83.0,30.0,20.0,57.0,15.0,79.0,29.0,19.0
2024-06-08 03:00:00,mc190,03,8.0,6.0,2024.0,5.0,1.0,54.0,10.0,69.0,28.0,20.0,59.0,16.0,83.0,30.0,20.0
