datetime,station,hour,day,month,year,day_of_week,is_weekend,no2,no,nox,pm10,pm2.5,no2_h-1,no_h-1,nox_h-1,pm10_h-1,pm2.5_h-1
2024-06-01 00:00:00,mc124,00,1.0,6.0,2024.0,5.0,1.0,33.0,12.0,51.0,17.0,10.0,34.0,4.0,40.0,24.0,13.0
2024-06-01 01:00:00,mc124,01,1.0,6.0,2024.0,5.0,1.0,28.0,5.0,36.0,18.0,11.0,33.0,12.0,51.0,17.0,10.0
2024-06-01 02:00:00,mc124,02,1.0,6.0,2024.0,5.0,1.0,21.0,3.0,26.0,19.0,13.0,28.0,5.0,36.0,18.0,11.0
2024-06-01 03:00:00,mc124,03,1.0,6.0,2024.0,5.0,1.0,15.0,2.0,18.0,21.0,15.0,21.0,3.0,26.0,19.0,13.0
2024-06-01 04:00:00,mc124,04,1.0,6.0,2024.0,5.0,1.0,14.0,2.0,17.0,25.0,18.0,15.0,2.0,18.0,21.0,15.0
2024-06-01 05:00:00,mc124,05,1.0,6.0,2024.0,5.0,1.0,12.0,2.0,16.0,26.0,19.0,14.0,2.0,17.0,25.0,18.0
2024-06-01 06:00:00,mc124,06,1.0,6.0,2024.0,5.0,1.0,12.0,3.0,17.0,28.0,20.0,12.0,2.0,16.0,26.0,19.0
2024-06-01 07:00:00,mc124,07,1.0,6.0,2024.0,5.0,1.0,14.0,5.0,23.0,30.0,21.0,12.0,3.0,17.0,28.0,20.0
2024-06-01 08:00:00,mc124,08,1.0,6.0,2024.0,5.0,1.0,15.0,6.0,25.0,30.0,21.0,14.0,5.0,23.0,30.0,21.0
2024-06-01 09:00:00,mc124,09,1.0,6.0,2024.0,5.0,1.0,15.0,7.0,26.0,29.0,20.0,15.0,6.0,25.0,30.0,21.0
2024-06-01 10:00:00,mc124,10,1.0,6.0,2024.0,5.0,1.0,13.0,7.0,23.0,28.0,18.0,15.0,7.0,26.0,29.0,20.0
2024-06-01 11:00:00,mc124,11,1.0,6.0,2024.0,5.0,1.0,10.0,3.0,16.0,26.0,16.0,13.0,7.0,23.0,28.0,18.0
2024-06-01 12:00:00,mc124,12,1.0,6.0,2024.0,5.0,1.0,11.0,4.0,17.0,25.0,14.0,10.0,3.0,16.0,26.0,16.0
2024-06-01 13:00:00,mc124,13,1.0,6.0,2024.0,5.0,1.0,9.0,2.0,13.0,25.0,15.0,11.0,4.0,17.0,25.0,14.0
2024-06-01 14:00:00,mc124,14,1.0,6.0,2024.0,5.0,1.0,10.0,2.0,14.0,24.0,14.0,9.0,2.0,13.0,25.0,15.0
2024-06-01 15:00:00,mc124,15,1.0,6.0,2024.0,5.0,1.0,13.0,4.0,20.0,24.0,14.0,10.0,2.0,14.0,24.0,14.0
2024-06-01 16:00:00,mc124,16,1.0,6.0,2024.0,5.0,1.0,23.0,8.0,35.0,26.0,15.0,13.0,4.0,20.0,24.0,14.0
2024-06-01 17:00:00,mc124,17,1.0,6.0,2024.0,5.0,1.0,18.0,6.0,27.0,22.0,13.0,23.0,8.0,35.0,26.0,15.0
2024-06-01 18:00:00,mc124,18,1.0,6.0,2024.0,5.0,1.0,11.0,2.0,15.0,20.0,11.0,18.0,6.0,27.0,22.0,13.0
2024-06-01 19:00:00,mc124,19,1.0,6.0,2024.0,5.0,1.0,7.0,2.0,10.0,18.0,10.0,11.0,2.0,15.0,20.0,11.0
2024-06-01 20:00:00,mc124,20,1.0,6.0,2024.0,5.0,1.0,19.0,3.0,23.0,17.0,10.0,7.0,2.0,10.0,18.0,10.0
2024-06-01 21:00:00,mc124,21,1.0,6.0,2024.0,5.0,1.0,18.0,4.0,24.0,21.0,12.0,19.0,3.0,23.0,17.0,10.0
2024-06-01 22:00:00,mc124,22,1.0,6.0,2024.0,5.0,1.0,19.0,4.0,25.0,24.0,14.0,18.0,4.0,24.0,21.0,12.0
2024-06-01 23:00:00,mc124,23,1.0,6.0,2024.0,5.0,1.0,19.0,5.0,27.0,25.0,15.0,19.0,4.0,25.0,24.0,14.0
2024-06-02 00:00:00,mc124,00,2.0,6.0,2024.0,6.0,1.0,17.0,4.0,23.0,24.0,14.0,19.0,5.0,27.0,25.0,15.0
2024-06-02 01:00:00,mc124,01,2.0,6.0,2024.0,6.0,1.0,18.0,4.0,23.0,25.0,16.0,17.0,4.0,23.0,24.0,14.0
2024-06-02 02:00:00,mc124,02,2.0,6.0,2024.0,6.0,1.0,15.0,2.0,19.0,25.0,16.0,18.0,4.0,23.0,25.0,16.0
2024-06-02 03:00:00,mc124,03,2.0,6.0,2024.0,6.0,1.0,11.0,2.0,15.0,26.0,18.0,15.0,2.0,19.0,25.0,16.0
2024-06-02 04:00:00,mc124,04,2.0,6.0,2024.0,6.0,1.0,10.0,3.0,15.0,29.0,20.0,11.0,2.0,15.0,26.0,18.0
2024-06-02 05:00:00,mc124,05,2.0,6.0,2024.0,6.0,1.0,8.0,2.0,12.0,28.0,20.0,10.0,3.0,15.0,29.0,20.0
2024-06-02 06:00:00,mc124,06,2.0,6.0,2024.0,6.0,1.0,8.0,2.0,11.0,28.0,20.0,8.0,2.0,12.0,28.0,20.0
2024-06-02 07:00:00,mc124,07,2.0,6.0,2024.0,6.0,1.0,10.0,2.0,13.0,28.0,20.0,8.0,2.0,11.0,28.0,20.0
2024-06-02 08:00:00,mc124,08,2.0,6.0,2024.0,6.0,1.0,11.0,3.0,17.0,27.0,20.0,10.0,2.0,13.0,28.0,20.0
2024-06-02 09:00:00,mc124,09,2.0,6.0,2024.0,6.0,1.0,9.0,3.0,14.0,24.0,17.0,11.0,3.0,17.0,27.0,20.0
2024-06-02 10:00:00,mc124,10,2.0,6.0,2024.0,6.0,1.0,12.0,5.0,20.0,26.0,17.0,9.0,3.0,14.0,24.0,17.0
2024-06-02 11:00:00,mc124,11,2.0,6.0,2024.0,6.0,1.0,14.0,9.0,27.0,26.0,17.0,12.0,5.0,20.0,26.0,17.0
2024-06-02 12:00:00,mc124,12,2.0,6.0,2024.0,6.0,1.0,15.0,8.0,27.0,28.0,18.0,14.0,9.0,27.0,26.0,17.0
2024-06-02 13:00:00,mc124,13,2.0,6.0,2024.0,6.0,1.0,14.0,8.0,26.0,25.0,16.0,15.0,8.0,27.0,28.0,18.0
2024-06-02 14:00:00,mc124,14,2.0,6.0,2024.0,6.0,1.0,18.0,10.0,33.0,20.0,13.0,14.0,8.0,26.0,25.0,16.0
2024-06-02 15:00:00,mc124,15,2.0,6.0,2024.0,6.0,1.0,17.0,9.0,31.0,18.0,11.0,18.0,10.0,33.0,20.0,13.0
2024-06-02 16:00:00,mc124,16,2.0,6.0,2024.0,6.0,1.0,19.0,11.0,36.0,23.0,13.0,17.0,9.0,31.0,18.0,11.0
2024-06-02 17:00:00,mc124,17,2.0,6.0,2024.0,6.0,1.0,18.0,10.0,34.0,25.0,14.0,19.0,11.0,36.0,23.0,13.0
2024-06-02 18:00:00,mc124,18,2.0,6.0,2024.0,6.0,1.0,18.0,11.0,35.0,27.0,16.0,18.0,10.0,34.0,25.0,14.0
2024-06-02 19:00:00,mc124,19,2.0,6.0,2024.0,6.0,1.0,18.0,10.0,33.0,27.0,16.0,18.0,11.0,35.0,27.0,16.0
2024-06-02 20:00:00,mc124,20,2.0,6.0,2024.0,6.0,1.0,15.0,8.0,28.0,29.0,17.0,18.0,10.0,33.0,27.0,16.0
2024-06-02 21:00:00,mc124,21,2.0,6.0,2024.0,6.0,1.0,16.0,7.0,27.0,34.0,20.0,15.0,8.0,28.0,29.0,17.0
2024-06-02 22:00:00,mc124,22,2.0,6.0,2024.0,6.0,1.0,15.0,7.0,26.0,35.0,23.0,16.0,7.0,27.0,34.0,20.0
2024-06-02 23:00:00,mc124,23,2.0,6.0,2024.0,6.0,1.0,14.0,9.0,28.0,32.0,21.0,15.0,7.0,26.0,35.0,23.0
2024-06-03 00:00:00,mc124,00,3.0,6.0,2024.0,0.0,0.0,11.0,5.0,19.0,31.0,21.0,14.0,9.0,28.0,32.0,21.0
2024-06-03 01:00:00,mc124,01,3.0,6.0,2024.0,0.0,0.0,9.0,4.0,15.0,29.0,19.0,11.0,5.0,19.0,31.0,21.0
2024-06-03 02:00:00,mc124,02,3.0,6.0,2024.0,0.0,0.0,6.0,2.0,8.0,28.0,18.0,9.0,4.0,15.0,29.0,19.0
2024-06-03 03:00:00,mc124,03,3.0,6.0,2024.0,0.0,0.0,5.0,2.0,7.0,28.0,18.0,6.0,2.0,8.0,28.0,18.0
2024-06-03 04:00:00,mc124,04,3.0,6.0,2024.0,0.0,0.0,6.0,2.0,9.0,26.0,17.0,5.0,2.0,7.0,28.0,18.0
2024-06-03 05:00:00,mc124,05,3.0,6.0,2024.0,0.0,0.0,11.0,4.0,17.0,28.0,18.0,6.0,2.0,9.0,26.0,17.0
2024-06-03 06:00:00,mc124,06,3.0,6.0,2024.0,0.0,0.0,23.0,17.0,48.0,28.0,18.0,11.0,4.0,17.0,28.0,18.0
2024-06-03 07:00:00,mc124,07,3.0,6.0,2024.0,0.0,0.0,31.0,16.0,56.0,28.0,18.0,23.0,17.0,48.0,28.0,18.0
2024-06-03 08:00:00,mc124,08,3.0,6.0,2024.0,0.0,0.0,41.0,22.0,75.0,33.0,20.0,31.0,16.0,56.0,28.0,18.0
2024-06-03 09:00:00,mc124,09,3.0,6.0,2024.0,0.0,0.0,44.0,31.0,91.0,23.0,12.0,41.0,22.0,75.0,33.0,20.0
2024-06-03 10:00:00,mc124,10,3.0,6.0,2024.0,0.0,0.0,39.0,28.0,83.0,23.0,13.0,44.0,31.0,91.0,23.0,12.0
2024-06-03 11:00:00,mc124,11,3.0,6.0,2024.0,0.0,0.0,37.0,26.0,76.0,24.0,14.0,39.0,28.0,83.0,23.0,13.0
2024-06-03 12:00:00,mc124,12,3.0,6.0,2024.0,0.0,0.0,35.0,25.0,72.0,25.0,14.0,37.0,26.0,76.0,24.0,14.0
2024-06-03 13:00:00,mc124,13,3.0,6.0,2024.0,0.0,0.0,37.0,25.0,75.0,24.0,13.0,35.0,25.0,72.0,25.0,14.0
2024-06-03 14:00:00,mc124,14,3.0,6.0,2024.0,0.0,0.0,35.0,25.0,74.0,27.0,15.0,37.0,25.0,75.0,24.0,13.0
2024-06-03 15:00:00,mc124,15,3.0,6.0,2024.0,0.0,0.0,40.0,27.0,82.0,28.0,16.0,35.0,25.0,74.0,27.0,15.0
2024-06-03 16:00:00,mc124,16,3.0,6.0,2024.0,0.0,0.0,42.0,30.0,88.0,31.0,17.0,40.0,27.0,82.0,28.0,16.0
2024-06-03 17:00:00,mc124,17,3.0,6.0,2024.0,0.0,0.0,49.0,35.0,102.0,32.0,18.0,42.0,30.0,88.0,31.0,17.0
2024-06-03 18:00:00,mc124,18,3.0,6.0,2024.0,0.0,0.0,43.0,27.0,84.0,28.0,15.0,49.0,35.0,102.0,32.0,18.0
2024-06-03 19:00:00,mc124,19,3.0,6.0,2024.0,0.0,0.0,33.0,17.0,59.0,22.0,12.0,43.0,27.0,84.0,28.0,15.0
2024-06-03 20:00:00,mc124,20,3.0,6.0,2024.0,0.0,0.0,25.0,13.0,45.0,19.0,12.0,33.0,17.0,59.0,22.0,12.0
2024-06-03 21:00:00,mc124,21,3.0,6.0,2024.0,0.0,0.0,31.0,17.0,57.0,19.0,11.0,25.0,13.0,45.0,19.0,12.0
2024-06-03 22:00:00,mc124,22,3.0,6.0,2024.0,0.0,0.0,41.0,13.0,62.0,22.0,12.0,31.0,17.0,57.0,19.0,11.0
2024-06-03 23:00:00,mc124,23,3.0,6.0,2024.0,0.0,0.0,36.0,10.0,52.0,25.0,15.0,41.0,13.0,62.0,22.0,12.0
2024-06-04 00:00:00,mc124,00,4.0,6.0,2024.0,1.0,0.0,19.0,6.0,27.0,21.0,13.0,36.0,10.0,52.0,25.0,15.0
2024-06-04 01:00:00,mc124,01,4.0,6.0,2024.0,1.0,0.0,15.0,5.0,22.0,22.0,14.0,19.0,6.0,27.0,21.0,13.0
2024-06-04 02:00:00,mc124,02,4.0,6.0,2024.0,1.0,0.0,17.0,6.0,25.0,22.0,15.0,15.0,5.0,22.0,22.0,14.0
2024-06-04 03:00:00,mc124,03,4.0,6.0,2024.0,1.0,0.0,17.0,6.0,26.0,23.0,15.0,17.0,6.0,25.0,22.0,15.0
2024-06-04 04:00:00,mc124,04,4.0,6.0,2024.0,1.0,0.0,9.0,4.0,15.0,17.0,11.0,17.0,6.0,26.0,23.0,15.0
2024-06-04 05:00:00,mc124,05,4.0,6.0,2024.0,1.0,0.0,14.0,11.0,32.0,16.0,10.0,9.0,4.0,15.0,17.0,11.0
2024-06-04 06:00:00,mc124,06,4.0,6.0,2024.0,1.0,0.0,29.0,23.0,65.0,18.0,11.0,14.0,11.0,32.0,16.0,10.0
2024-06-04 07:00:00,mc124,07,4.0,6.0,2024.0,1.0,0.0,44.0,46.0,114.0,20.0,13.0,29.0,23.0,65.0,18.0,11.0
2024-06-04 08:00:00,mc124,08,4.0,6.0,2024.0,1.0,0.0,39.0,46.0,109.0,20.0,13.0,44.0,46.0,114.0,20.0,13.0
2024-06-04 09:00:00,mc124,09,4.0,6.0,2024.0,1.0,0.0,41.0,49.0,115.0,23.0,13.0,39.0,46.0,109.0,20.0,13.0
2024-06-04 10:00:00,mc124,10,4.0,6.0,2024.0,1.0,0.0,38.0,50.0,114.0,21.0,11.0,41.0,49.0,115.0,23.0,13.0
2024-06-04 11:00:00,mc124,11,4.0,6.0,2024.0,1.0,0.0,37.0,50.0,114.0,20.0,9.0,38.0,50.0,114.0,21.0,11.0
2024-06-04 12:00:00,mc124,12,4.0,6.0,2024.0,1.0,0.0,42.0,40.0,103.0,19.0,9.0,37.0,50.0,114.0,20.0,9.0
2024-06-04 13:00:00,mc124,13,4.0,6.0,2024.0,1.0,0.0,42.0,38.0,100.0,21.0,9.0,42.0,40.0,103.0,19.0,9.0
2024-06-04 14:00:00,mc124,14,4.0,6.0,2024.0,1.0,0.0,33.0,31.0,81.0,16.0,8.0,42.0,38.0,100.0,21.0,9.0
2024-06-04 15:00:00,mc124,15,4.0,6.0,2024.0,1.0,0.0,36.0,34.0,88.0,17.0,8.0,33.0,31.0,81.0,16.0,8.0
2024-06-04 16:00:00,mc124,16,4.0,6.0,2024.0,1.0,0.0,34.0,25.0,72.0,18.0,7.0,36.0,34.0,88.0,17.0,8.0
2024-06-04 17:00:00,mc124,17,4.0,6.0,2024.0,1.0,0.0,41.0,28.0,84.0,18.0,8.0,34.0,25.0,72.0,18.0,7.0
2024-06-04 18:00:00,mc124,18,4.0,6.0,2024.0,1.0,0.0,42.0,26.0,81.0,20.0,10.0,41.0,28.0,84.0,18.0,8.0
2024-06-04 19:00:00,mc124,19,4.0,6.0,2024.0,1.0,0.0,39.0,25.0,78.0,18.0,9.0,42.0,26.0,81.0,20.0,10.0
2024-06-04 20:00:00,mc124,20,4.0,6.0,2024.0,1.0,0.0,39.0,14.0,60.0,19.0,10.0,39.0,25.0,78.0,18.0,9.0
2024-06-04 21:00:00,mc124,21,4.0,6.0,2024.0,1.0,0.0,35.0,8.0,48.0,24.0,14.0,39.0,14.0,60.0,19.0,10.0
2024-06-04 22:00:00,mc124,22,4.0,6.0,2024.0,1.0,0.0,41.0,4.0,48.0,26.0,14.0,35.0,8.0,48.0,24.0,14.0
2024-06-04 23:00:00,mc124,23,4.0,6.0,2024.0,1.0,0.0,49.0,8.0,62.0,28.0,15.0,41.0,4.0,48.0,26.0,14.0
2024-06-05 00:00:00,mc124,00,5.0,6.0,2024.0,2.0,0.0,47.0,10.0,61.0,25.0,16.0,49.0,8.0,62.0,28.0,15.0
2024-06-05 01:00:00,mc124,01,5.0,6.0,2024.0,2.0,0.0,30.0,4.0,37.0,24.0,16.0,47.0,10.0,61.0,25.0,16.0
2024-06-05 02:00:00,mc124,02,5.0,6.0,2024.0,2.0,0.0,22.0,3.0,26.0,26.0,19.0,30.0,4.0,37.0,24.0,16.0
2024-06-05 03:00:00,mc124,03,5.0,6.0,2024.0,2.0,0.0,24.0,5.0,31.0,31.0,22.0,22.0,3.0,26.0,26.0,19.0
2024-06-05 04:00:00,mc124,04,5.0,6.0,2024.0,2.0,0.0,19.0,4.0,25.0,30.0,22.0,24.0,5.0,31.0,31.0,22.0
2024-06-05 05:00:00,mc124,05,5.0,6.0,2024.0,2.0,0.0,22.0,9.0,36.0,30.0,22.0,19.0,4.0,25.0,30.0,22.0
2024-06-05 06:00:00,mc124,06,5.0,6.0,2024.0,2.0,0.0,37.0,27.0,78.0,32.0,22.0,22.0,9.0,36.0,30.0,22.0
2024-06-05 07:00:00,mc124,07,5.0,6.0,2024.0,2.0,0.0,43.0,35.0,96.0,38.0,24.0,37.0,27.0,78.0,32.0,22.0
2024-06-05 08:00:00,mc124,08,5.0,6.0,2024.0,2.0,0.0,39.0,30.0,85.0,39.0,20.0,43.0,35.0,96.0,38.0,24.0
2024-06-05 09:00:00,mc124,09,5.0,6.0,2024.0,2.0,0.0,36.0,27.0,78.0,35.0,17.0,39.0,30.0,85.0,39.0,20.0
2024-06-05 10:00:00,mc124,10,5.0,6.0,2024.0,2.0,0.0,35.0,27.0,77.0,29.0,14.0,36.0,27.0,78.0,35.0,17.0
2024-06-05 11:00:00,mc124,11,5.0,6.0,2024.0,2.0,0.0,40.0,31.0,87.0,28.0,14.0,35.0,27.0,77.0,29.0,14.0
2024-06-05 12:00:00,mc124,12,5.0,6.0,2024.0,2.0,0.0,27.0,21.0,59.0,24.0,10.0,40.0,31.0,87.0,28.0,14.0
2024-06-05 13:00:00,mc124,13,5.0,6.0,2024.0,2.0,0.0,25.0,22.0,58.0,19.0,9.0,27.0,21.0,59.0,24.0,10.0
2024-06-05 14:00:00,mc124,14,5.0,6.0,2024.0,2.0,0.0,31.0,23.0,66.0,26.0,13.0,25.0,22.0,58.0,19.0,9.0
2024-06-05 15:00:00,mc124,15,5.0,6.0,2024.0,2.0,0.0,38.0,43.0,103.0,13.0,8.0,31.0,23.0,66.0,26.0,13.0
2024-06-05 16:00:00,mc124,16,5.0,6.0,2024.0,2.0,0.0,40.0,39.0,100.0,15.0,7.0,38.0,43.0,103.0,13.0,8.0
2024-06-05 17:00:00,mc124,17,5.0,6.0,2024.0,2.0,0.0,44.0,44.0,112.0,18.0,9.0,40.0,39.0,100.0,15.0,7.0
2024-06-05 18:00:00,mc124,18,5.0,6.0,2024.0,2.0,0.0,29.0,19.0,58.0,13.0,7.0,44.0,44.0,112.0,18.0,9.0
2024-06-05 19:00:00,mc124,19,5.0,6.0,2024.0,2.0,0.0,46.0,42.0,109.0,18.0,12.0,29.0,19.0,58.0,13.0,7.0
2024-06-05 20:00:00,mc124,20,5.0,6.0,2024.0,2.0,0.0,49.0,47.0,120.0,16.0,11.0,46.0,42.0,109.0,18.0,12.0
2024-06-05 21:00:00,mc124,21,5.0,6.0,2024.0,2.0,0.0,29.0,22.0,62.0,14.0,9.0,49.0,47.0,120.0,16.0,11.0
2024-06-05 22:00:00,mc124,22,5.0,6.0,2024.0,2.0,0.0,31.0,19.0,60.0,20.0,14.0,29.0,22.0,62.0,14.0,9.0
2024-06-05 23:00:00,mc124,23,5.0,6.0,2024.0,2.0,0.0,36.0,19.0,65.0,20.0,15.0,31.0,19.0,60.0,20.0,14.0
2024-06-06 00:00:00,mc124,00,6.0,6.0,2024.0,3.0,0.0,23.0,9.0,37.0,14.0,9.0,36.0,19.0,65.0,20.0,15.0
2024-06-06 01:00:00,mc124,01,6.0,6.0,2024.0,3.0,0.0,18.0,10.0,34.0,16.0,11.0,23.0,9.0,37.0,14.0,9.0
2024-06-06 02:00:00,mc124,02,6.0,6.0,2024.0,3.0,0.0,14.0,12.0,33.0,18.0,13.0,18.0,10.0,34.0,16.0,11.0
2024-06-06 03:00:00,mc124,03,6.0,6.0,2024.0,3.0,0.0,11.0,7.0,22.0,17.0,12.0,14.0,12.0,33.0,18.0,13.0
2024-06-06 04:00:00,mc124,04,6.0,6.0,2024.0,3.0,0.0,11.0,6.0,20.0,19.0,13.0,11.0,7.0,22.0,17.0,12.0
2024-06-06 05:00:00,mc124,05,6.0,6.0,2024.0,3.0,0.0,19.0,12.0,37.0,30.0,23.0,11.0,6.0,20.0,19.0,13.0
2024-06-06 06:00:00,mc124,06,6.0,6.0,2024.0,3.0,0.0,26.0,37.0,83.0,24.0,15.0,19.0,12.0,37.0,30.0,23.0
2024-06-06 07:00:00,mc124,07,6.0,6.0,2024.0,3.0,0.0,33.0,50.0,110.0,30.0,19.0,26.0,37.0,83.0,24.0,15.0
2024-06-06 08:00:00,mc124,08,6.0,6.0,2024.0,3.0,0.0,42.0,64.0,139.0,30.0,17.0,33.0,50.0,110.0,30.0,19.0
2024-06-06 09:00:00,mc124,09,6.0,6.0,2024.0,3.0,0.0,33.0,27.0,74.0,25.0,13.0,42.0,64.0,139.0,30.0,17.0
2024-06-06 10:00:00,mc124,10,6.0,6.0,2024.0,3.0,0.0,31.0,29.0,76.0,24.0,13.0,33.0,27.0,74.0,25.0,13.0
2024-06-06 11:00:00,mc124,11,6.0,6.0,2024.0,3.0,0.0,39.0,38.0,98.0,25.0,13.0,31.0,29.0,76.0,24.0,13.0
2024-06-06 12:00:00,mc124,12,6.0,6.0,2024.0,3.0,0.0,36.0,29.0,81.0,31.0,15.0,39.0,38.0,98.0,25.0,13.0
2024-06-06 13:00:00,mc124,13,6.0,6.0,2024.0,3.0,0.0,30.0,24.0,67.0,24.0,14.0,36.0,29.0,81.0,31.0,15.0
2024-06-06 14:00:00,mc124,14,6.0,6.0,2024.0,3.0,0.0,37.0,29.0,82.0,24.0,13.0,30.0,24.0,67.0,24.0,14.0
2024-06-06 15:00:00,mc124,15,6.0,6.0,2024.0,3.0,0.0,42.0,32.0,91.0,24.0,13.0,37.0,29.0,82.0,24.0,13.0
2024-06-06 16:00:00,mc124,16,6.0,6.0,2024.0,3.0,0.0,51.0,39.0,111.0,25.0,13.0,42.0,32.0,91.0,24.0,13.0
2024-06-06 17:00:00,mc124,17,6.0,6.0,2024.0,3.0,0.0,40.0,25.0,78.0,23.0,12.0,51.0,39.0,111.0,25.0,13.0
2024-06-06 18:00:00,mc124,18,6.0,6.0,2024.0,3.0,0.0,47.0,29.0,91.0,22.0,12.0,40.0,25.0,78.0,23.0,12.0
2024-06-06 19:00:00,mc124,19,6.0,6.0,2024.0,3.0,0.0,47.0,25.0,86.0,22.0,12.0,47.0,29.0,91.0,22.0,12.0
2024-06-06 20:00:00,mc124,20,6.0,6.0,2024.0,3.0,0.0,47.0,21.0,79.0,23.0,13.0,47.0,25.0,86.0,22.0,12.0
2024-06-06 21:00:00,mc124,21,6.0,6.0,2024.0,3.0,0.0,42.0,18.0,69.0,23.0,14.0,47.0,21.0,79.0,23.0,13.0
2024-06-06 22:00:00,mc124,22,6.0,6.0,2024.0,3.0,0.0,35.0,3.0,40.0,24.0,15.0,42.0,18.0,69.0,23.0,14.0
2024-06-06 23:00:00,mc124,23,6.0,6.0,2024.0,3.0,0.0,28.0,5.0,35.0,25.0,16.0,35.0,3.0,40.0,24.0,15.0
2024-06-07 00:00:00,mc124,00,7.0,6.0,2024.0,4.0,0.0,19.0,3.0,23.0,23.0,17.0,28.0,5.0,35.0,25.0,16.0
2024-06-07 01:00:00,mc124,01,7.0,6.0,2024.0,4.0,0.0,18.0,4.0,24.0,23.0,17.0,19.0,3.0,23.0,23.0,17.0
2024-06-07 02:00:00,mc124,02,7.0,6.0,2024.0,4.0,0.0,14.0,2.0,18.0,22.0,16.0,18.0,4.0,24.0,23.0,17.0
2024-06-07 03:00:00,mc124,03,7.0,6.0,2024.0,4.0,0.0,12.0,2.0,13.0,20.0,15.0,14.0,2.0,18.0,22.0,16.0
2024-06-07 04:00:00,mc124,04,7.0,6.0,2024.0,4.0,0.0,12.0,2.0,14.0,19.0,14.0,12.0,2.0,13.0,20.0,15.0
2024-06-07 05:00:00,mc124,05,7.0,6.0,2024.0,4.0,0.0,17.0,5.0,24.0,22.0,14.0,12.0,2.0,14.0,19.0,14.0
2024-06-07 06:00:00,mc124,06,7.0,6.0,2024.0,4.0,0.0,23.0,4.0,30.0,23.0,15.0,17.0,5.0,24.0,22.0,14.0
2024-06-07 07:00:00,mc124,07,7.0,6.0,2024.0,4.0,0.0,52.0,43.0,117.0,30.0,17.0,23.0,4.0,30.0,23.0,15.0
2024-06-07 08:00:00,mc124,08,7.0,6.0,2024.0,4.0,0.0,47.0,29.0,92.0,27.0,16.0,52.0,43.0,117.0,30.0,17.0
2024-06-07 09:00:00,mc124,09,7.0,6.0,2024.0,4.0,0.0,51.0,38.0,109.0,28.0,16.0,47.0,29.0,92.0,27.0,16.0
2024-06-07 10:00:00,mc124,10,7.0,6.0,2024.0,4.0,0.0,37.0,21.0,69.0,25.0,15.0,51.0,38.0,109.0,28.0,16.0
2024-06-07 11:00:00,mc124,11,7.0,6.0,2024.0,4.0,0.0,43.0,31.0,91.0,30.0,18.0,37.0,21.0,69.0,25.0,15.0
2024-06-07 12:00:00,mc124,12,7.0,6.0,2024.0,4.0,0.0,34.0,24.0,70.0,25.0,15.0,43.0,31.0,91.0,30.0,18.0
2024-06-07 13:00:00,mc124,13,7.0,6.0,2024.0,4.0,0.0,34.0,23.0,69.0,26.0,15.0,34.0,24.0,70.0,25.0,15.0
2024-06-07 14:00:00,mc124,14,7.0,6.0,2024.0,4.0,0.0,36.0,25.0,75.0,39.0,15.0,34.0,23.0,69.0,26.0,15.0
2024-06-07 15:00:00,mc124,15,7.0,6.0,2024.0,4.0,0.0,38.0,27.0,79.0,26.0,14.0,36.0,25.0,75.0,39.0,15.0
2024-06-07 16:00:00,mc124,16,7.0,6.0,2024.0,4.0,0.0,33.0,22.0,66.0,25.0,14.0,38.0,27.0,79.0,26.0,14.0
2024-06-07 17:00:00,mc124,17,7.0,6.0,2024.0,4.0,0.0,34.0,20.0,65.0,22.0,13.0,33.0,22.0,66.0,25.0,14.0
2024-06-07 18:00:00,mc124,18,7.0,6.0,2024.0,4.0,0.0,34.0,20.0,64.0,19.0,11.0,34.0,20.0,65.0,22.0,13.0
2024-06-07 19:00:00,mc124,19,7.0,6.0,2024.0,4.0,0.0,35.0,20.0,66.0,18.0,11.0,34.0,20.0,64.0,19.0,11.0
2024-06-07 20:00:00,mc124,20,7.0,6.0,2024.0,4.0,0.0,42.0,18.0,69.0,19.0,11.0,35.0,20.0,66.0,18.0,11.0
2024-06-07 21:00:00,mc124,21,7.0,6.0,2024.0,4.0,0.0,38.0,14.0,59.0,19.0,12.0,42.0,18.0,69.0,19.0,11.0
2024-06-07 22:00:00,mc124,22,7.0,6.0,2024.0,4.0,0.0,43.0,5.0,52.0,24.0,14.0,38.0,14.0,59.0,19.0,12.0
2024-06-07 23:00:00,mc124,23,7.0,6.0,2024.0,4.0,0.0,56.0,12.0,74.0,32.0,19.0,43.0,5.0,52.0,24.0,14.0
2024-06-08 00:00:00,mc124,00,8.0,6.0,2024.0,5.0,1.0,49.0,14.0,72.0,30.0,19.0,56.0,12.0,74.0,32.0,19.0
2024-06-08 01:00:00,mc124,01,8.0,6.0,2024.0,5.0,1.0,47.0,10.0,62.0,31.0,21.0,49.0,14.0,72.0,30.0,19.0
2024-06-08 02:00:00,mc124,02,8.0,6.0,2024.0,5.0,1.0,33.0,8.0,45.0,28.0,20.0,47.0,10.0,62.0,31.0,21.0
2024-06-08 03:00:00,mc124,03,8.0,6.0,2024.0,5.0,1.0,35.0,8.0,47.0,29.0,21.0,33.0,8.0,45.0,28.0,20.0
2024-06-08 04:00:00,mc124,04,8.0,6.0,2024.0,5.0,1.0,35.0,4.0,42.0,33.0,24.0,35.0,8.0,47.0,29.0,21.0
